0	DOC_FREQUENCY: 16	BYTE_OFFSET: 0
00	DOC_FREQUENCY: 7	BYTE_OFFSET: 98
000	DOC_FREQUENCY: 26	BYTE_OFFSET: 143
004	DOC_FREQUENCY: 2	BYTE_OFFSET: 302
00am	DOC_FREQUENCY: 1	BYTE_OFFSET: 318
01	DOC_FREQUENCY: 3	BYTE_OFFSET: 329
01am	DOC_FREQUENCY: 3	BYTE_OFFSET: 348
02	DOC_FREQUENCY: 1	BYTE_OFFSET: 371
025	DOC_FREQUENCY: 1	BYTE_OFFSET: 380
027	DOC_FREQUENCY: 1	BYTE_OFFSET: 390
03	DOC_FREQUENCY: 1	BYTE_OFFSET: 400
0306	DOC_FREQUENCY: 1	BYTE_OFFSET: 409
04	DOC_FREQUENCY: 2	BYTE_OFFSET: 420
05	DOC_FREQUENCY: 3	BYTE_OFFSET: 435
053411	DOC_FREQUENCY: 1	BYTE_OFFSET: 456
06	DOC_FREQUENCY: 1	BYTE_OFFSET: 469
067	DOC_FREQUENCY: 1	BYTE_OFFSET: 478
07	DOC_FREQUENCY: 2	BYTE_OFFSET: 488
071	DOC_FREQUENCY: 1	BYTE_OFFSET: 503
08	DOC_FREQUENCY: 1	BYTE_OFFSET: 513
082	DOC_FREQUENCY: 2	BYTE_OFFSET: 522
084	DOC_FREQUENCY: 1	BYTE_OFFSET: 538
086	DOC_FREQUENCY: 2	BYTE_OFFSET: 548
09	DOC_FREQUENCY: 5	BYTE_OFFSET: 564
095	DOC_FREQUENCY: 1	BYTE_OFFSET: 597
098	DOC_FREQUENCY: 1	BYTE_OFFSET: 607
09t21	DOC_FREQUENCY: 1	BYTE_OFFSET: 617
0â°c	DOC_FREQUENCY: 1	BYTE_OFFSET: 629
1	DOC_FREQUENCY: 163	BYTE_OFFSET: 642
10	DOC_FREQUENCY: 31	BYTE_OFFSET: 1617
100	DOC_FREQUENCY: 18	BYTE_OFFSET: 1805
1000	DOC_FREQUENCY: 1	BYTE_OFFSET: 1916
1005	DOC_FREQUENCY: 1	BYTE_OFFSET: 1927
1008	DOC_FREQUENCY: 1	BYTE_OFFSET: 1938
100ms	DOC_FREQUENCY: 1	BYTE_OFFSET: 1949
100â°c	DOC_FREQUENCY: 1	BYTE_OFFSET: 1961
102	DOC_FREQUENCY: 4	BYTE_OFFSET: 1976
104	DOC_FREQUENCY: 1	BYTE_OFFSET: 2004
106	DOC_FREQUENCY: 1	BYTE_OFFSET: 2014
108	DOC_FREQUENCY: 1	BYTE_OFFSET: 2024
109	DOC_FREQUENCY: 2	BYTE_OFFSET: 2034
10â¢	DOC_FREQUENCY: 1	BYTE_OFFSET: 2050
11	DOC_FREQUENCY: 20	BYTE_OFFSET: 2063
110	DOC_FREQUENCY: 2	BYTE_OFFSET: 2186
1100	DOC_FREQUENCY: 2	BYTE_OFFSET: 2202
111	DOC_FREQUENCY: 1	BYTE_OFFSET: 2219
114	DOC_FREQUENCY: 1	BYTE_OFFSET: 2229
115	DOC_FREQUENCY: 1	BYTE_OFFSET: 2239
1153	DOC_FREQUENCY: 2	BYTE_OFFSET: 2249
116	DOC_FREQUENCY: 2	BYTE_OFFSET: 2266
1168	DOC_FREQUENCY: 1	BYTE_OFFSET: 2282
1195	DOC_FREQUENCY: 1	BYTE_OFFSET: 2293
11a	DOC_FREQUENCY: 1	BYTE_OFFSET: 2304
11b	DOC_FREQUENCY: 1	BYTE_OFFSET: 2314
11g	DOC_FREQUENCY: 1	BYTE_OFFSET: 2324
11â13	DOC_FREQUENCY: 2	BYTE_OFFSET: 2334
12	DOC_FREQUENCY: 20	BYTE_OFFSET: 2357
121	DOC_FREQUENCY: 2	BYTE_OFFSET: 2480
1220	DOC_FREQUENCY: 1	BYTE_OFFSET: 2496
123	DOC_FREQUENCY: 2	BYTE_OFFSET: 2507
124	DOC_FREQUENCY: 1	BYTE_OFFSET: 2523
125	DOC_FREQUENCY: 2	BYTE_OFFSET: 2533
13	DOC_FREQUENCY: 16	BYTE_OFFSET: 2549
131	DOC_FREQUENCY: 1	BYTE_OFFSET: 2648
1314	DOC_FREQUENCY: 2	BYTE_OFFSET: 2658
134	DOC_FREQUENCY: 2	BYTE_OFFSET: 2675
1351	DOC_FREQUENCY: 1	BYTE_OFFSET: 2691
1356536031	DOC_FREQUENCY: 2	BYTE_OFFSET: 2702
13c	DOC_FREQUENCY: 1	BYTE_OFFSET: 2725
13th	DOC_FREQUENCY: 1	BYTE_OFFSET: 2735
14	DOC_FREQUENCY: 17	BYTE_OFFSET: 2745
140	DOC_FREQUENCY: 2	BYTE_OFFSET: 2850
145th	DOC_FREQUENCY: 2	BYTE_OFFSET: 2866
147570	DOC_FREQUENCY: 1	BYTE_OFFSET: 2884
149	DOC_FREQUENCY: 2	BYTE_OFFSET: 2897
15	DOC_FREQUENCY: 21	BYTE_OFFSET: 2913
1527	DOC_FREQUENCY: 1	BYTE_OFFSET: 3040
1540	DOC_FREQUENCY: 1	BYTE_OFFSET: 3051
1541	DOC_FREQUENCY: 1	BYTE_OFFSET: 3062
1555	DOC_FREQUENCY: 1	BYTE_OFFSET: 3073
1578763462	DOC_FREQUENCY: 2	BYTE_OFFSET: 3084
158	DOC_FREQUENCY: 2	BYTE_OFFSET: 3107
1580s	DOC_FREQUENCY: 1	BYTE_OFFSET: 3123
1597	DOC_FREQUENCY: 1	BYTE_OFFSET: 3135
15t12	DOC_FREQUENCY: 1	BYTE_OFFSET: 3146
15th	DOC_FREQUENCY: 2	BYTE_OFFSET: 3158
15â	DOC_FREQUENCY: 1	BYTE_OFFSET: 3175
15â²	DOC_FREQUENCY: 1	BYTE_OFFSET: 3190
16	DOC_FREQUENCY: 17	BYTE_OFFSET: 3205
160	DOC_FREQUENCY: 1	BYTE_OFFSET: 3307
1608	DOC_FREQUENCY: 1	BYTE_OFFSET: 3317
1630s	DOC_FREQUENCY: 1	BYTE_OFFSET: 3328
167	DOC_FREQUENCY: 1	BYTE_OFFSET: 3340
1691â92	DOC_FREQUENCY: 1	BYTE_OFFSET: 3350
16th	DOC_FREQUENCY: 3	BYTE_OFFSET: 3369
17	DOC_FREQUENCY: 12	BYTE_OFFSET: 3392
1718	DOC_FREQUENCY: 1	BYTE_OFFSET: 3466
1720	DOC_FREQUENCY: 1	BYTE_OFFSET: 3477
1788	DOC_FREQUENCY: 1	BYTE_OFFSET: 3488
17th	DOC_FREQUENCY: 1	BYTE_OFFSET: 3499
17â°c	DOC_FREQUENCY: 4	BYTE_OFFSET: 3510
18	DOC_FREQUENCY: 17	BYTE_OFFSET: 3542
1802	DOC_FREQUENCY: 1	BYTE_OFFSET: 3647
180âcomposed	DOC_FREQUENCY: 1	BYTE_OFFSET: 3658
180â°	DOC_FREQUENCY: 1	BYTE_OFFSET: 3682
1818	DOC_FREQUENCY: 1	BYTE_OFFSET: 3696
1836	DOC_FREQUENCY: 1	BYTE_OFFSET: 3707
1841	DOC_FREQUENCY: 5	BYTE_OFFSET: 3718
1841â1904	DOC_FREQUENCY: 1	BYTE_OFFSET: 3752
1850	DOC_FREQUENCY: 1	BYTE_OFFSET: 3773
1850s	DOC_FREQUENCY: 1	BYTE_OFFSET: 3784
1859	DOC_FREQUENCY: 4	BYTE_OFFSET: 3795
1860s	DOC_FREQUENCY: 1	BYTE_OFFSET: 3824
1873	DOC_FREQUENCY: 1	BYTE_OFFSET: 3836
1877	DOC_FREQUENCY: 1	BYTE_OFFSET: 3846
187cf8279e	DOC_FREQUENCY: 1	BYTE_OFFSET: 3856
1880	DOC_FREQUENCY: 1	BYTE_OFFSET: 3873
1882	DOC_FREQUENCY: 2	BYTE_OFFSET: 3884
1883	DOC_FREQUENCY: 2	BYTE_OFFSET: 3899
1883â1946	DOC_FREQUENCY: 1	BYTE_OFFSET: 3916
1887â1982	DOC_FREQUENCY: 1	BYTE_OFFSET: 3937
189	DOC_FREQUENCY: 1	BYTE_OFFSET: 3958
1890	DOC_FREQUENCY: 1	BYTE_OFFSET: 3968
1892	DOC_FREQUENCY: 1	BYTE_OFFSET: 3978
1893	DOC_FREQUENCY: 1	BYTE_OFFSET: 3989
18th	DOC_FREQUENCY: 2	BYTE_OFFSET: 4000
19	DOC_FREQUENCY: 7	BYTE_OFFSET: 4017
1900	DOC_FREQUENCY: 4	BYTE_OFFSET: 4062
1901	DOC_FREQUENCY: 1	BYTE_OFFSET: 4090
1903	DOC_FREQUENCY: 3	BYTE_OFFSET: 4101
1904	DOC_FREQUENCY: 4	BYTE_OFFSET: 4124
1905	DOC_FREQUENCY: 1	BYTE_OFFSET: 4152
1906	DOC_FREQUENCY: 3	BYTE_OFFSET: 4162
1909	DOC_FREQUENCY: 3	BYTE_OFFSET: 4185
1913	DOC_FREQUENCY: 1	BYTE_OFFSET: 4208
1914	DOC_FREQUENCY: 3	BYTE_OFFSET: 4218
1915	DOC_FREQUENCY: 1	BYTE_OFFSET: 4241
1919	DOC_FREQUENCY: 1	BYTE_OFFSET: 4252
1920s	DOC_FREQUENCY: 1	BYTE_OFFSET: 4263
1925	DOC_FREQUENCY: 1	BYTE_OFFSET: 4275
1929	DOC_FREQUENCY: 1	BYTE_OFFSET: 4286
193	DOC_FREQUENCY: 1	BYTE_OFFSET: 4297
1930	DOC_FREQUENCY: 1	BYTE_OFFSET: 4307
1930s	DOC_FREQUENCY: 5	BYTE_OFFSET: 4318
1936	DOC_FREQUENCY: 1	BYTE_OFFSET: 4354
194	DOC_FREQUENCY: 1	BYTE_OFFSET: 4365
1940	DOC_FREQUENCY: 1	BYTE_OFFSET: 4373
1942	DOC_FREQUENCY: 4	BYTE_OFFSET: 4384
1945	DOC_FREQUENCY: 1	BYTE_OFFSET: 4409
1946	DOC_FREQUENCY: 4	BYTE_OFFSET: 4418
1949â50	DOC_FREQUENCY: 1	BYTE_OFFSET: 4443
1950s	DOC_FREQUENCY: 1	BYTE_OFFSET: 4462
1951â1980	DOC_FREQUENCY: 1	BYTE_OFFSET: 4474
1956	DOC_FREQUENCY: 4	BYTE_OFFSET: 4495
1959	DOC_FREQUENCY: 2	BYTE_OFFSET: 4524
1960s	DOC_FREQUENCY: 1	BYTE_OFFSET: 4541
1962	DOC_FREQUENCY: 1	BYTE_OFFSET: 4553
1963	DOC_FREQUENCY: 2	BYTE_OFFSET: 4564
1965	DOC_FREQUENCY: 2	BYTE_OFFSET: 4581
1966	DOC_FREQUENCY: 2	BYTE_OFFSET: 4598
1968	DOC_FREQUENCY: 2	BYTE_OFFSET: 4615
1969	DOC_FREQUENCY: 4	BYTE_OFFSET: 4632
1970s	DOC_FREQUENCY: 1	BYTE_OFFSET: 4661
1971	DOC_FREQUENCY: 5	BYTE_OFFSET: 4673
1973	DOC_FREQUENCY: 1	BYTE_OFFSET: 4708
1974	DOC_FREQUENCY: 1	BYTE_OFFSET: 4719
1976	DOC_FREQUENCY: 3	BYTE_OFFSET: 4730
1977	DOC_FREQUENCY: 3	BYTE_OFFSET: 4753
198	DOC_FREQUENCY: 1	BYTE_OFFSET: 4774
1980	DOC_FREQUENCY: 1	BYTE_OFFSET: 4784
1980s	DOC_FREQUENCY: 1	BYTE_OFFSET: 4795
1981	DOC_FREQUENCY: 5	BYTE_OFFSET: 4807
1982	DOC_FREQUENCY: 3	BYTE_OFFSET: 4840
1983	DOC_FREQUENCY: 1	BYTE_OFFSET: 4863
1985	DOC_FREQUENCY: 1	BYTE_OFFSET: 4874
1986	DOC_FREQUENCY: 1	BYTE_OFFSET: 4885
1988	DOC_FREQUENCY: 1	BYTE_OFFSET: 4896
1989	DOC_FREQUENCY: 3	BYTE_OFFSET: 4907
199	DOC_FREQUENCY: 2	BYTE_OFFSET: 4930
